2,0,150.92531122496453,12.29329262752892
2,1,22.005398073365665,6.924487477751786
2,2,38.11396783794061,7.162485417087131
2,3,196.19736552662658,14.0070469952316
2,4,2.771522162596034,12.730289776767044
4,0,342.34065163134153,18.50268034819546
4,1,374.42317187676866,19.350017361149025
4,2,36.191805037348104,9.044292796274684
4,3,253.1580315852669,15.935295349064386
4,4,344.135893803211,18.55132431402329
6,0,204.18582450466957,14.711209792903244
6,1,248.95826827892753,15.77844170198711
6,2,260.5689979564906,16.6735270702223
6,3,263.0797594686733,16.382108146986678
6,4,35.4197361373148,9.959651380232806
8,0,335.0019624037484,18.322326542937276
8,1,240.0686782864978,15.60334467765611
8,2,310.998829894433,17.65169247449177
8,3,331.47202149972253,18.213396166354027
8,4,343.65423510925825,18.617784133917123
10,0,122.52710457887302,15.268044997518103
10,1,113.34908555849732,14.17816090541142
10,2,44.69614295517535,13.829880280462682
10,3,121.78921612158297,15.054271195063718
10,4,113.03164092301363,13.971697276276743
12,0,253.37813616041646,16.170119312516608
12,1,34.983886378354704,10.86852125115219
12,2,63.876654725597355,12.826105209194296
12,3,253.1989828419204,16.121772190861442
12,4,200.58761702833982,15.333424223891248
14,0,78.79559114857793,13.706888603273631
14,1,0.41446894671725215,9.2761093965857
14,2,131.86900248082006,15.017963270053913
14,3,317.51291705340947,17.83852949537663
14,4,254.8303036596412,16.95215182690257
16,0,130.24119350453572,14.582811730675138
16,1,138.4252137324952,15.935083028069718
16,2,24.319001308519965,11.930900047491006
16,3,169.13956046119347,15.388714129898336
16,4,116.80009479506077,13.896432544611654
18,0,196.45803555393698,15.90513310604423
18,1,106.30879938774324,14.476561672798846
18,2,199.7114215463745,16.327387268402433
18,3,283.00532153341413,17.117451309897522
18,4,273.2798113284136,17.122120529820876
20,0,114.53128768474834,16.120238067712002
20,1,19.08789485492967,14.031205442838118
20,2,26.84725978072475,9.886092326788111
20,3,170.02662633229338,15.736902607774923
20,4,1.439844959135697,4.5165195296951985
22,0,91.81334113486541,15.01752534266788
22,1,24.30343893047,13.101542345670588
22,2,221.40795565065213,16.04871864002344
22,3,0.57370576504189,6.459418644476405
22,4,95.8714701338254,12.746703864833869
24,0,217.9791746227352,16.296816582451118
24,1,4.118358031570016,14.480930360982095
24,2,21.427476180843904,12.989224697416601
24,3,88.44264454212481,14.831871961990942
24,4,8.410274060389405,15.624664137857817
26,0,18.079321843569165,13.485121469023184
26,1,15.779532402968618,14.850079592633168
26,2,79.24528824183686,12.737019990026855
26,3,123.57588454563144,15.603020870472617
26,4,108.69397294413183,13.836468785469636
28,0,4.474626275579357,8.07185770532586
28,1,228.74722710878422,16.69477732576788
28,2,0.3996136953345221,1.732201853417835
28,3,24.630843967481137,15.275424262081014
28,4,1.414913887153236,8.901960872186397
30,0,0.40340067483678566,2.00900440348619
30,1,11.403278964645345,9.564448202061074
30,2,22.0931573579303,13.496270581968387
30,3,15.287365941947364,11.590494387553939
30,4,0.5476909319238223,4.2371062164773035
32,0,10.500768726862308,9.833549725895718
32,1,4.414432921167515,6.744275554870087
32,2,0.40448720175209085,1.3673095871004592
32,3,0.8607571261072535,3.7614773255068887
32,4,10.992172541188026,9.845216526702785
34,0,3.116261756684291,12.885829599582182
34,1,2.750755768704995,5.901060219346886
34,2,2.85496908124445,12.065340207042553
34,3,3.0036615230896824,6.343207246086915
34,4,4.183601255500873,10.683952881754836
36,0,20.560341795430595,12.965935945203075
36,1,0.8488389084470223,4.006889869631685
36,2,1.2241049893070144,8.797574787858794
36,3,1.0027611178043396,4.49232054881676
36,4,6.4050177107988375,9.49840069381154
38,0,6.944409030416973,11.00807777812589
38,1,13.261432356350936,10.922951281425973
38,2,0.3861182322180823,0.6240552446946964
38,3,0.5842808227847749,2.4023627925293507
38,4,8.207702887120771,11.061513949114621
40,0,0.8945584498891197,5.350922844465927
40,1,1.2633482480098503,5.368450005716798
40,2,16.17495864120164,12.42074042532841
40,3,0.6987998338118537,3.6000683182170836
