Dataset Length Time sMAPE Euclidean diff_Euclidean DTW diff_DTW
CinCECGTorso 107 423.45970487594604 21.410131624601267 0.8248591342963253 0.14625836715265275 0.5423971859603819 0.013371070618664792
Strawberry 32 79.00067496299744 64.92688422035346 8.293043646669126 0.43584750767029273 48.77467371408549 0.05555395803588346
HouseTwenty 131 515.1287021636963 92.72873680928465 16.02524434661695 4.28022418667436 255.78790322606793 18.192231747714672
Wine 29 105.60075616836548 136.8135670883317 13.79808684918821 1.282913418424925 159.9187662902775 0.27286141870270714
UMD 30 96.68273377418518 73.09789003277406 4.2791839714229285 1.0246414706313558 16.2229934575381 0.6296659318856103
PigCVP 814 2838.969335794449 73.69944970689274 6.006608592212387 0.7377308676383479 23.94310952665962 0.20547806233464697
SemgHandGenderCh2 1374 4380.1673884391785 128.04888892301125 11.942873661824219 7.056467850328821 59.60445490447484 10.486477722838398
DodgerLoopGame 206 590.2598922252655 178.57186365063444 14.853197683410162 5.825171240478948 193.82412758355244 15.916562667200559
UWaveGestureLibraryX 21 31.823203086853027 24.19642619438388 2.485966077517511 0.1696115746542747 6.1800273385678 0.026240995478996172
NonInvasiveFetalECGThorax1 53 150.1265354156494 72.07452792984358 7.867505746601528 0.8502477313596143 58.550434809101446 0.6589373179057557
Yoga 25 32.96441173553467 61.74512754206049 1.4832044494084329 0.17143035986521668 1.357306458008577 0.018454364895604168
Herring 28 65.0924904346466 5.652395747965422 0.707633171784452 0.11180002970180576 0.26743697653775617 0.00700273062078226
ArrowHead 21 78.85248517990112 129.47704290054648 15.927301907926047 0.6270997567860399 253.6788944618823 0.3384225107306916
BeetleFly 50 124.97291040420532 171.70939032260247 10.328882939906743 1.0085638152909342 58.00276496056122 0.3606483698551319
Coffee 60 324.42545223236084 193.63427977191836 21.5303067641472 0.8228005392369308 459.37954853520097 0.3576677928284707
UWaveGestureLibraryAll 57 167.42439317703247 158.57741071257763 3.2089239342281095 0.14531701759450397 6.578416252333124 0.017950262777396787
Lightning2 375 709.0282187461853 119.583457040378 4.6872980424050965 0.7343273532423472 21.728811763282387 0.1698580875132094
SemgHandSubjectCh2 1386 5566.221505403519 131.19073680779536 10.750199143977634 5.916340982148815 84.9412035778912 15.197924107204182
CricketY 157 253.39188361167908 194.58434864160728 22.978162678735476 4.1510293261943305 481.196489259078 11.88053962233844
PigAirwayPressure 47 102.34166741371155 6.079289796952861 0.41359465180298605 0.0463865957318602 0.02513465900238913 0.0017242795735611489
CricketZ 184 754.7944076061249 8.187691093345435 0.6298209835470434 0.8385664933643883 0.14315760123974017 0.31421802220833045
CricketX 150 586.6008293628693 11.103475016480246 1.0789935730565412 0.9752202932342297 0.3828372275042276 0.2463005380752444
ShapeletSim 435 1029.4234535694122 131.37269783633658 13.854004111535346 15.389220041970223 61.02446371416332 57.578341955184804
DodgerLoopDay 151 581.6799240112305 120.15095742399657 8.426553751869182 5.508545488415565 47.28518983685823 11.022740035320524
BirdChicken 23 36.93039011955261 26.293742191741096 4.772564122299627 0.2773782630751689 21.160744707608288 0.054479552221695385
InsectWingbeatSound 76 112.65458512306213 44.60635515491734 4.058226656469283 0.3636497561927911 13.154120025214429 0.09923227313632564
ChlorineConcentration 94 254.37660217285156 145.15605010416957 10.460329961957164 6.578648847570152 40.98027662401248 17.348921304902927
Phoneme 643 2820.5025839805603 194.792592230763 2.3867985462423165 1.269008185951973 5.623973039866046 1.6099604977395676
ToeSegmentation2 93 212.59834241867065 133.12147829467318 9.504168913107984 1.4443465219721814 37.834618728363154 1.18707646031388
FaceFour 181 414.913845539093 133.15346940411843 9.178360340944643 2.872913191156534 49.728224605450166 4.810900717543232
Computers 268 752.6458849906921 10.93128393788945 0.54036936830171 0.472708907105103 0.22066077162156755 0.07673201870206386
FordA 294 1085.8154850006104 132.38234056496154 21.706171869717608 5.317248731189105 172.43375162636318 5.558836659498313
Car 24 64.77512311935425 50.08773619311978 3.8358720962901316 0.3655149026844671 12.524863805884818 0.04088026516488127
Ham 112 497.6469180583954 130.94146964805887 12.614519212397518 1.3224681723542797 72.81804977319679 0.5708366383675535
InsectEPGSmallTrain 249 1141.2998688220978 60.96204724546048 3.5325089451049108 0.5610369251419932 9.500193057418022 0.11042427967477492
PLAID 289 560.7339861392975 104.026199748556 3.148130638791676 3.152831225621628 4.705342562642947 4.801822888059938
PigArtPressure 166 494.5681154727936 61.736230939260885 5.972897352587517 0.5451876315128132 11.514048024723614 0.06503753838881589
GesturePebbleZ2 33 42.20340824127197 69.99184671147823 4.110666110024101 1.1488747942427415 15.854500809747478 1.2669922697391107
InsectEPGRegularTrain 249 583.98144364357 74.10154220815939 4.526095284742536 1.5783424576174299 15.11604266441564 1.7571846512571483
